にくじる	meat soup
しのびごえ	whispering
ごうりしゅぎ	rationalism
はたして	as was expected
カヌー	canoe
とびちる	to fly around
おどけばなし	funny story
はたらき	work
くじゃくしだ	northern maidenhair (Adiantum pedatum)
ぱんぱん	kapow
さんばんしゅっせ	newly recruited wrestlers in the third round of presentation after mae-zumo
かたはだぬぎ	one shoulder exposed (e.g. because one sleeve of the kimono is undone)
こうせいじつ	sidereal day
かいぎろく	minutes
ふへんぶんぽう	universal grammar
いろはじゅん	iroha order
おんみょうどう	Onmyōdō
しりあう	to get to know each other
しょうい	second lieutenant
そうとうしゅう	Soto school (of Zen Buddhism)
だんせいは	elastic wave
とおみ	looking into distance
はつぶたい	debut
ほぜいそうこ	bonded warehouse
ラタトゥイユ	ratatouille
あとざん	placenta
にわ	garden
きしゅ	horseman
あしがため	groundwork
じょかんとく	assistant director (in taking professional movies)
アウストロネシアごぞく	Austronesian languages
ふなだいく	shipwright
いいあう	to say to each other
まっしろい	pure white
たてぼり	ascending trench or pathway cut into a naturally-occurring slope
よこね	sleeping on one's side
みくらべる	to compare with the eye
ベッドタウン	commuter town
ぎゅうにゅう	(cow's) milk
てくてく	(walking a long distance) at a steady pace
あしてまとい	impediment
かいりょくせき	glauconite
だんぎ	(informal) discussion
レクイエム	requiem
そくちせん	geodesic (line)
ブックディテクションシステム	book detection system
はいすいかん	conduit (pipe)
やまうば	mountain witch
あずまねざさ	Pleioblastus chino (species of bamboo grass)
ひとみ	pupil (of the eye)
ちゅうやおび	women's obi with a different colour on each side (originally black and white)
あみだぶつ	Amitabha
はいすい	water supply
びょうりかいぼうがく	morbid anatomy
エアリアル	aerial skiing
かみだな	kamidana
きづま	humour
おやみだし	main entry (in dictionary)
ふようど	humus
はいすいろ	drainage channel
じむしつ	office (room)
けっしゃ	association
べざい	large Japanese junk
はつばい	sale
くんしゅどうとく	Herrenmoral (master morality, as a philosophical concept of Nietzsche)
はそん	damage
こくふう	sky-darkening dust storm
ゴムびき	rubber-coated
いっしつりえき	lost profit
てっさん	steel or iron dome
しんいんはんのう	psychogenic reaction
しょくじゅう	workplace and residence
ちゅうにゅう	pouring
ニューラルネットワーク	neural network
けしつぼ	(jar used as a) charcoal extinguisher
ふいり	small attendance
かえ	kaya (Torreya nucifera)
てきだん	grenade
こうじょうてき	constant
ななめよみ	skim reading
まきじた	speaking with a trill
とりしらべ	investigation (e.g. by police or prosecutors)
たいりょうばた	fishermen's banner hoisted to indicate a rich haul
たいくつしのぎ	killing time
ブッキング	booking
ポーラー	polar
さまよう	to loiter
スポットチェック	spot check
ちん	poisonfeather bird
アルゴル	Algol (algorithmic language)
ぶらり	dangling
へいぞく	commonplace
ボレー	volley
みちくさ	loitering on the way
そらだのみ	vain hope
ひしゃく	ladle
かる	to hunt (animals)
きにゅう	witch's milk (milk secreted by some neonates)
しんけいせん	war of nerves
うしばえ	ox warble fly (Hypoderma bovis)
ぶんがくろん	literary criticism or theory
ベビーブーマー	baby boomer
かいかえる	to buy a replacement
スクアレン	squalene
びょういん	hospital
はんえんけい	climbing stem
せんきょ	election
べつくち	different kind
ツバル	Tuvalu
ましょうじき	perfectly honest
ちゃぶだい	low dining table
なっとくずく	having consent (e.g. to do something)
ぶつのう	payment in kind
てっきゅう	iron ball
かんしょうちたい	buffer zone
ペプトン	peptone
ヘリポート	heliport
なまけもの	lazy person
しんしんにげんろん	mind-body dualism
ひとずき	attractiveness
じょうしつ	fine quality
スタンディングオベーション	standing ovation
のうぼく	raising crops and livestock
てさばき	handling
はれぎ	(one's) Sunday best
ちょくがん	imperial prayer
かすり	splash pattern (e.g. on a kimono)
しつどけい	hygrometer
びてき	esthetic
うかいせいさん	roundabout production
コンセプチュアルアート	conceptual art
ファントラ	fund trust
じゅうしゃ	enfilade
ひにくる	to make a cynical remark (about)
えんびふく	tailcoat
ふちゃくせいぶつ	periphyton
ひかげ	shade
マルクスしゅぎ	Marxism
なんしつガラス	soft glass (esp. soda-lime glass)
こうひすたみんざい	antihistamine
とびあるく	to walk about
おくぎ	secret techniques (of an art or skill)
ものもうで	visiting a temple
たいぶつ	pertaining to objects
はつに	first cargo of the year
ひしょか	secretarial section
とにもかくにも	anyhow
ふぞくし	appendage
きょくていおん	very (extremely) low temperature
えてかって	self-willed
おそろしい	terrible
たにみず	rill
がいふう	southerly wind
しんぞうべんまくしょう	valvular heart disease
きょういん	teacher
どんぶりかんじょう	rough estimate
きょうえつ	delight
がいどく	harm
シージー	computer graphics
オートクレーブ	autoclave
がいそうほう	extrapolation method
ひろさ	area
こくみんこっか	nation-state
げんせつ	remark
わりざん	division
しりやけいか	Japanese spineless cuttlefish (Sepiella japonica)
なまもの	raw food
おこりっぽい	hot-tempered
あとばら	afterbirth pains
のさばる	to act as one pleases
ノースモーキング	No smoking
こなごな	in very small pieces
ついぜん	mass for the dead
とふざい	liniment
うきがし	illegal loan
ゆきちがう	to cross (each other)
ひみつろうせつざい	(crime of) revealing state secrets
たびかさなる	to repeat
カマーバンド	cummerbund
しゅつどひん	artifact
びしょぬれ	sopping wet
ばんどう	Bandō
じつき	native
アゼルバイジャン	Azerbaijan
じゅんゆうしょう	being the runner-up
おさむし	ground beetle
プロやきゅう	professional baseball
ディスペンサー	dispenser
スピニングリール	spinning reel
てっけつ	gouging out
ひんきゃく	guest of honour
モルねつ	molar heat
ひり	unreasonable
ふしぎ	wonderful
くそ	damn
すくない	few
ねた	material (for a story, article, etc.)
たかねびけ	closure at a high price
クリスマスカード	Christmas card
キーレスエントリー	keyless entry
とがらす	to sharpen (e.g. pencil)
つけげ	hairpiece
きはつゆ	gasoline
せつどうろん	perturbation theory
みめかたち	appearance
ぬりげた	lacquered geta
はりしごと	needlework
かりずり	proof printing
しんこうがかり	program director
スチームエンジン	steam engine
かくだいきょう	magnifying glass
ものあわれ	somewhat pitiful
ランダム	random
いたばり	boarding
にごりえ	muddy inlet or creek
ほちょうき	hearing aid
ばにゅうしゅ	kumis (fermented mare's milk)
すぎゆく	to pass
ないかくしょきかんちょう	Chief Cabinet Secretary (1879-1947)
つうしんきょういく	correspondence education
とくさんひん	local specialty
わるがき	brat
ツインルーム	double room
いちょうやく	digestive medicine
さいはて	the farthest ends
たづなさばき	(one's) handling of the reins
おもてむき	outward appearance
ひえつ	jumping over (a hurdle)
ひまん	corpulence
おさえつける	to press down
アラビアゴム	gum arabic
がんあつ	ocular tension
チベットご	Tibetan (language)
かんこうば	fair
ボーリング	boring
ニンフォマニア	nymphomania
よりて	as such
わたす	to ferry across (e.g. a river)
ほろよい	slight intoxication
サステイナブルディベロップメント	sustainable development
どうぎ	morality
アワー	hour
ばかもの	moron
そうきょう	both cheeks
ユニホーム	uniform
トップコンディション	top condition
ちどめ	styptic
ウエーター	waiter
ディレンマ	dilemma
ラーニングカーブ	learning curve
すべりだす	to start sliding
こなざとう	powdered sugar
こころね	innermost feelings
さぶい	cold (e.g. weather)
ヘブライズム	Hebraism
きんけつ	gold mine
ドライフライ	dry fly
カメラマン	photographer
いらえ	reply
ゆきじょろう	snow woman
うわきもの	cheater
とうらいもの	present
えいトン	English ton
だんけ	family which supports a temple
ジグソーパズル	jigsaw puzzle
ほけんじょ	health care center
きょういくぎょうせい	educational administration
うちとる	to kill (with a weapon)
たうえまつり	shrine ritual held with the first two months of the year to forecast (or pray for) a successful harvest
しんかぶ	new stock
いまだに	still
おもてめ	knit stitch
そらみみ	mishearing
べんけいがに	Sesarmops intermedium (species of grapsoid crab)
いひつ	writing left by the deceased
もやす	to sprout
くれなずむ	to grow dark slowly
ずばっと	without hesitation
どうぎしん	moral sense
おう	to carry on one's back
ひきづな	tow rope
いんばいやど	brothel
おいえげい	one's specialty
こうないえん	mouth ulcer
ペンシル	pencil
さいきん	metallic foil cut into strips or other shapes to form decorative motifs
はしもとびょう	Hashimoto's disease
こうゆうざいさん	public property
かしわ	daimyo oak (Quercus dentata)
くまのい	bear's gall (used as medicine for the stomach)
さわかい	tea party
しんくうじょうちゃく	vacuum deposition
スーパーヘテロダイン	superheterodyne
ひとやく	role (which someone or something plays in a given situation)
どうたく	bell-shaped bronze vessel of Yayoi period
ちゅうおん	mediant
くめん	contrivance
たたみおもて	facing of a tatami mat
かいよせ	west wind in the early spring (traditionally on the night of the 20th day of the second month of the lunar calendar)
きゅうへい	old evils
たいへいようせんそう	Pacific War (1941-1945)
みき	sacred wine
ひまつ	splash
しょくせん	food served on a table (esp. food served on a small Japanese table)
たまのり	balancing on a ball
へんてこ	strange
いこくじょうちょう	exoticism
じょうがいばけん	off-track betting
とくばん	special radio or television programme
ひったくる	to snatch from
さっち	to sense
ポートフォリオセレクション	portfolio selection
なぎ	nagi (species of conifer, Nageia nagi)
そうり	prime minister (as the head of a cabinet government)
はんべつしき	discriminant
エーブイ	audiovisual
ぜったいてき	absolute
ごらんなさる	to see
ベルト	belt (waist, seat, etc.)
ぼこう	home port
にげおちる	to escape safely
あらたか	clearly miraculous
はしゅつしょ	branch office
ぎふ	father-in-law
かしかり	lending and borrowing
コロケーション	co-location
エンタシス	entasis
とうあ	East Asia
べってんち	another world
ゆきぐも	snow-laden clouds
チューブレスタイヤ	tubeless tire
はくたい	long era
おなごだけ	Simon bamboo (Pleioblastus simonii)
タッグマッチ	tag-team match (pro wrestling)
かんしょうしつ	holocrystalline
ひょうぎかい	council (consultatory, advisory)
おしんこ	pickled vegetables
こすぎはら	thin Japanese paper (used as tissue during the Edo period)
おおいちょう	large ginkgo tree
はいちてんかん	reshuffling
そっけつ	prompt decision
じょうどしんしゅう	Jōdo Shinshū (offshoot of the Jōdo sect)
けいそつ	excellent soldier
そうさいん	investigator (usu. of criminal cases)
はんざいがく	criminology
のぼりおり	going up and down
しんかしゅぎ	evolutionism
ふくろあみ	tunnel net
ノーアウト	no outs
ちょうじょうかいだん	summit conference
あらたまる	to be renewed
えちごじし	street performance by itinerant entertainers featuring a tumbling act in which a child performer wears a carved lion's head
もうしのべる	to say
アベマリア	Ave Maria (prayer)
アメリカやまぼうし	flowering dogwood (Cornus florida)
ぶんさん	distribution (of bread and wine during Communion)
こませ	scattering bait to attract fish
ハイテンポ	high tempo
マイクロフロッピーディスク	microfloppy disk
パッチ	close-fitting trousers
ハイデルベルクじん	Homo heidelbergensis
こうわか	style of recitative dance popular during the Muromachi period
しんきじく	innovation
はりもぐら	short-beaked echidna (Tachyglossidae spp.)
うちあてる	to hit against
いでんどくせい	genotoxicity
どうりつ	the same ratio or percentage
どうぞくたい	homologue
アボガドロていすう	Avogadro's constant
ろーまんてき	romantic (school)
とぎものし	knife grinder (person)
かいうんどうめい	shipping conference
こうじょうせんがん	thyroid cancer
ごくちゅう	during imprisonment
こうあんちょうさちょう	Public Security Intelligence Agency
こうどく	mine pollution
かつざい	lubricant
ディレードスチール	delayed steal
ふていさい	bad form or manners
ちんすいしょくぶつ	submerged plant
なんずる	to criticize
みじろぎ	stirring
しゅうかんせい	habit-forming
おまちどおさま	I'm sorry to have kept you waiting
なんせいげかん	soft chancre
でんとうしゅぎ	traditionalism
けっせい	serum
ひしょうたい	flying object (rocket, missile, etc.)
たくらむ	to scheme
あいし	paper put between newly completed prints to prevent the ink from smudging
しぜんはっか	spontaneous combustion
まがん	greater white-fronted goose (Anser albifrons)
しょうほん	original
とびち	detached territory
てっぽうゆり	Easter lily (Lilium longiflorum)
ソロ	solo
アカデミズム	academism
けんぎょう	Kengyō
おりちょう	quire (bookbinding)
フィスカルポリシー	fiscal policy
おこりじょうご	quarrelsome drinker
こうはくじあい	contest between two groups
プレゼンス	presence
さつえいき	movie camera
ていおんぶ	bass register
かたづく	to be put in order
けいざいとうそう	economic struggles
おばけ	ghost
まあたらしい	brand new
きせいかんわ	deregulation
おとり	decoy (for hunting)
あいせつ	pathetic
こつえん	osteitis
アネルギー	anergy
ぎんほんい	silver standard
とうふう	wind that blows from north to north-east during spring and summer along the coast of the Sea of Japan
きょうす	to offer
ばいこく	selling out one's country
がいむだいじん	Minister for Foreign Affairs
ごいし	go stone
エキサイト	excite
チーホー	blessing of earth
べにひわ	common redpoll (Carduelis flammea)
セルリアンブルー	cerulean blue
かっしゃしんけい	trochlear nerve
アロカシア	alocasia
なにかかにか	this and that
ちゅうどく	stationed in Germany
はんも	luxuriant growth
ダイビングキャッチ	diving catch
こくむ	affairs of state
マイナー	miner (esp. of cryptocurrencies)
どうにも	(not) in any way
びゃくれん	white lotus
ころも	clothing
おうりょく	pea green
うめぼし	umeboshi
かいん	section staff
ビタミンエー	vitamin A
スラグ	slag
マルガリータ	margarita (cocktail)
ばだい	rent
たすかる	to be saved
はくじんしゅ	white race
ぶんぶつ	(the products of) culture or civilization (civilisation)
このかん	the other day
セシウムげんしどけい	cesium atomic clock
はじき	player (of music, instrument, etc.)
キーステーション	key station
ひれ	shawl (on shoulder of woman's dress)
とねりこ	Japanese ash (Fraxinus japonica)
やきうどん	fried udon
はちぶんぎ	octant (instrument)
おくちょう	the people
ちりてきひんしゅ	geographic race
いなかみそ	barley miso
クリティシズム	criticism
へんびぶんほうていしき	partial differential equation
てんぽん	book with reading aids (such as kana or punctuation marks)
ふていせきぶん	indefinite integral
ほうじる	to roast (i.e. tea leaves)
ひろいだす	to single out
がんよう	features
にほんごきょういく	Japanese-language education (for non-native speakers)
おろしうりしじょう	wholesale market
さんれつ	horrible
でんわ	telephone call
きずい	willful
とくじつ	sincerity
ふしょくばい	negative catalyst
のうかすいたいぜんようホルモン	adenohypophyseal hormone
しゅうぎぶくろ	special envelope for monetary gifts
しとつ	thrusting (a spear, etc.)
ちょうげんりろん	superstring theory
とくと	carefully
しっぽう	the seven treasures (gold, silver, pearls, agate, crystal, coral, lapis lazuli)
てばた	handloom
ピケット	picket
ごうもくてきせい	appropriateness for a purpose
しざんけつが	heaps of bodies and streams of blood
ディミヌエンド	diminuendo
しゅうせんりょう	brokerage
ぜんきょく	all compositions
どうめいこく	allied nation
ぞろめ	matching dice
バイオガス	biogas
おんそろん	phonemics
さらしもの	pilloried criminal exposed to public view
あまから	sweetness and saltiness
よいづき	evening moon
なんたる	what (e.g. "what rudeness")
じっせんてつがく	practical philosophy
ちょうれいぼかい	an unsettled course of action
ちょうこう	lengthy lecture
きんたいしゅつ	for reference only
うみなり	oceanic noise
はくぶんきょうき	being widely read and having a highly retentive memory
ほりだしもの	(lucky) find
かけへだたる	to be far apart
ジンジャー	ginger
びょうえい	descendant
さかだな	liquor store
まける	to lose
かせぐ	to earn (income)
ゆりかもめ	black-headed gull (Chroicocephalus ridibundus)
ぜっせい	peerless
ルテチウム	lutetium (Lu)
にせい	two existences
おとめ	(young) girl
たっとい	precious
しゃしんかん	photo studio
ジアゾニウムえん	diazonium salt
うえじに	(death from) starvation
かいいき	area of ocean
いっさんかちっそ	nitric monoxide
きょくせんび	curvilinear beauty
あたためる	to warm (up)
うきよ	fleeting life
しょうふく	good luck charm
しんしょうしゃ	(physically) disabled person
ぶんちゅう	in the sentence
かくへんか	case declension
しょうきょ	erasure
せいあ	frog in a well
まちすじ	street
べみんせい	system of rule during the Yamato period
とばり	curtain
あいのり	riding together
もののぐ	tools
こっけいぼん	comic novel (Edo period)
てじか	near
じょい	female doctor
ふくくう	abdominal cavity
えびお	goldfish with a shrimp-like tail
ドライビール	dry beer
かんしょうけい	interferometer
ほじょせん	additional line
むこうはちまき	folded or rolled head towel
ぶんしせつ	molecular theory
ストレプトカーパス	streptocarpus
いんせつ	interview
くくりつける	to fasten (something or someone) to
テーラードカラー	tailored collar
しみんせんそう	civil war
ふちゅう	annotation
はしりさる	to run away
ふうじゅ	reciting
まっぷたつ	in two equal parts
フェノメノン	phenomenon
きぎょうないきょういく	corporate in-service training
ぐけん	one's humble opinion
うったえ	lawsuit
ふしぶし	joints
にっしゃ	solar radiation
ことわり	reason
ヨーヨー	yoyo
しごとりょう	(one's) workload
こんぽんあく	radical evil (in Kantianism)
でんけん	electron microscope
にこごり	jellied fish or meat broth
ぶつどう	Buddhism
ねこぜ	bent back
ぶんわ	Bunna era (of the Northern Court; 1352.9.27-1356.3.28)
なんしちょう	(television or radio signal's) poor reception
みなもと	source
こんやく	engagement
ふううん	clouds appearing before the wind starts to blow
ふず	attached map, plan, diagram or chart
はかない	fleeting
しょうこがため	gathering evidence
ぶぶん	portion
エンカウンター	encounter
こえとり	night-soil man
ぞうきばやし	grove of miscellaneous trees
にゅうじゃく	death of a priest
ふたい	incidental
はくひょう	thin ice
くちこごと	scolding
そうりだいじん	prime minister (as the head of a cabinet government)
じゅんきょ	basis
さむがり	being sensitive to the cold
マリンスポーツ	marine sports
ディレクター	director
ぼしかてい	single-mother household
にゅうがくしき	school entrance ceremony
セコンドハンド	secondhand
ぐびぐび	in loud gulps (esp. of alcohol)
ねくいはむし	leaf beetle (of subfamily Donaciinae)
こうさいりくり	dazzling
ごばいし	sumac gallnut
ひく	to run over (with a vehicle)
しんきいってん	changing one's attitude
ミュージシャン	musician
ふこう	rich ore
はくがん	snow goose (Chen caerulescens)
しんけいすいじゃく	neurasthenia
はまなす	rugosa rose (Rosa rugosa)
ピータイル	vinyl floor tile (typically 30 cm square)
こふんじだい	Kofun period (of Japanese history, 250-538 CE)
はなもと	root of the nose
リミットゲージ	limit gauge
ひばご	pejorative term
マーガレット	marguerite (Chrysanthemum frutescens)
ねほしょう	basic guarantee
テクシー	going on foot
ほしゅしゅぎ	conservatism
かんこくあん	recommendation
にがしお	bittern
ビデオテープ	video tape
ごんぐ	earnest aspiration (to go to paradise)
にっけい	Asian keelback (Amphiesma vibakari)
つりだま	bait pitch
さんま	Pacific saury (Cololabis saira)
フルネーム	full name
きんじち	approximate value
ソープ	soap
ぺてんし	swindler
かみのし	death of God
ゆきなげ	snowball fight
バックミュージック	background music
ふじんか	gynecology department
べつむね	separate building
ならす	to ring
ふんづまり	constipation
にじゅうしょう	vocal duet
かせいそーだ	caustic soda
ないない	private
つけまわる	to follow
インダストリアルエンジニアリング	industrial engineering
ボルタでんち	voltaic cell
みみぐけ	blindstitched machined fabric edge (selvedge) forming a fold, pleat, edge, etc.
べんしゅつ	expulsion (of a baby)
ぶんぱい	division
はいぐうし	gamete
ぬけみち	byway
ふせいせき	poor result
べいかしんぎかい	Rice Price Deliberative Council
みじろぐ	to stir
かくだんとう	nuclear warhead
つくりあげる	to build up
いきち	threshold (amount, dose, etc.)
ぶどうまく	uvea
フィロソマ	phyllosoma
がいとうぼきん	streetside fundraising
とらがり	tiger hunt
いろうきん	bonus
かかり	starting (e.g. of an engine)
おうじゃく	transverse flute (e.g. a fife)
うきに	flotsam
あくいせんゆう	mala fide possession
いしあたま	obstinate person
ねんじ	annual
おとのかべ	sound barrier
たより	reliance
せんじょうてき	sensational
ぞうぶつ	making Buddhist images, implements, etc.
かんじょうてき	emotional
とんち	quick wit
とっきょう	convex mirror
あかゆき	red snow (due to microscopic algae, yellow sand, etc.)
テープライブラリー	tape library
てまどる	to take more time than expected
ざあざあ	(raining) heavily
アーメン	amen
おとぎりそう	Hypericum erectum (species of St. John's wort)
かいれつ	(bond) cleavage
かんてつ	accomplishment
はくしゃく	count
ボースン	boatswain
しったい	blunder
きまま	willful
ひらがな	hiragana
ひいて	by extension
こうわじょうやく	peace treaty
にどざき	second blooming
かりじょうやく	provisional treaty
せきろう	wise and learned elder
ちょうらく	decline
セーブル	sable
いじょうせいよく	sexual abnormality
うわのり	supercargo
しはんだい	assistant instructor
ぜんかつ	holoblastic cleavage
おびきよせる	to lure (someone) toward one
そうこうのつま	one's devoted wife
さめ	shark
うすばさいしん	Siebold's wild ginger (Asarum sieboldii)
ことほどさように	so ... that ...
しろうとげい	amateur's skill or performance
いんきょくせん	cathode ray
そんりつ	established by a village
タートル	turtle (esp. a sea turtle)
きんこうもくぜつ	(public) opinion leader
はくとうゆ	kerosene
ちっそぞくげんそ	nitrogen group (group 15 of the periodic table)
のうかんき	slack season for farmers
ありうる	to be possible
どくうつぎ	Coriaria japonica (species of shrub)
ディスコグラフィ	discography
はらぎたない	black-hearted
しゅふ	capital (city)
どくがい	poison
ひょうはくざい	bleaching agent
げんしぶつりがく	atomic physics
とどけでる	to report
くびなげ	kubinage
ぞくほう	follow-up report
おおあめ	heavy rain
バニティー	vanity
マニアック	maniac (as in rabid sport fan)
ラジウム	radium (Ra)
なかおく	area of the Edo castle where the shogun would work and spend his daily life
しつばん	wet plate (photography)
わらいぼん	shunga book
モレーン	moraine
どうちょうしゃ	fellow traveler
くさいきれ	strong smell of grass (esp. in summer heat)
あさざけ	a morning drink (of sake)
けつえきせいざい	blood products
ながぶろ	long bath
はまかぜ	sea breeze
ともえせん	dogfight
バイオフィードバック	biofeedback
しがち	apt to do
さいしんしき	latest style
うたくこつ	coracoid
かりょう	overdose
けんこう	high-spirited
とつしゅうごう	convex set
いろう	omission
チャイニーズ	Chinese
めつぎ	bud grafting
どぎも	guts
なかぐりばん	boring machine
たりょう	large quantity
からくり	mechanism
むくむ	to swell
ふのしょとくぜい	negative income tax
うちつづく	to continue for a long time
はんかわき	half dry
こくしょう	national emblem
いめい	will
ちんにゅう	intrusion
きかいうんどう	apparatus gymnastics
ミスマッチ	mis-match
カリニはいえん	pneumocystis carinii pneumonia
かんいっぱつ	hair's breadth
おがむ	to assume the posture of praying
がっかり	to be disappointed
ばんきょ	becoming firmly established
おもいみる	to reflect carefully
かつじ	printing type
おうえんか	cheering song
あさゆう	morning and evening
スターティング	starting
こうしょく	neglect of official duty
おてもと	chopsticks
おしあい	jostling
かえりち	return value
のたうちまわる	to writhe (in pain)
しゅっぱんけん	publishing rights
こうふくしゅぎ	eudaemonism
かくしつか	keratinization
しんぎろん	theodicy
いけんこうこく	protest advertising (on an issue by a pressure group)
トップ	top
ファイリング	filing
うらざと	village by the sea
キーライト	key light
うわっつら	surface
ひとごこち	consciousness
わたりどの	roofed corridor connecting two buildings (in traditional palatial-style architecture)
にせさつ	counterfeit bill
くないかん	court officer (from the Imperial Household Department)
かいてんかく	angle of rotation
しんしんきえい	young and energetic
ふうそう	wind and frost
タウンウエア	townwear
くつべら	shoehorn
イスラムほう	Islamic law
しろざとう	white sugar
こうせんこく	warlike nation
もっけ	unexpected
だんとう	mild winter
ぶつど	realm of a Buddha
もちぶね	one's own ship
セットスクラム	set scrum
あさはか	shallow
じっしん	decimal
えんかくきょういく	distance learning
べっそう	separate mail
はじまる	to begin
しかず	being inferior to
からいと	China-made thread or yarn
あさくさのり	Pyropia tenera (species of edible seaweed)
ゆきもどり	going and returning
じたい	essence
いろはうた	iroha poem
かりとりき	reaping machine
がっちり	solid
せいぼ	initial (part of Chinese syllable)
とむらい	funeral
きれはし	fragment
にほんぎんこうけん	Japanese banknote
ガスこんろ	gas stove
うすれる	to fade
こうかひょう	personnel record
ピロガロール	pyrogallol
あさせ	shoal
さらしなそば	high quality soba
さいせつきゅう	pyroclastic cone
ぜつえんていこう	insulation resistance
とうはつ	hair (on the head)
とうほうきょうかい	The Eastern Church
べったく	secondary residence
あせも	prickly heat
てもち	in hand
うわてだしなげ	pulling overarm throw
ぞうわいざい	crime of bribery
がくがい	outside the school
ウエーブ	wave (on water)
はっしき	eight consciousnesses (one for each of the five senses, consciousness of the mind, self-consciousness and store consciousness)
ふせい	nature
しひゃくしびょう	every type of disease
ふくけん	rehabilitation
ぼいんさんかくけい	vowel triangle
かんだまつり	Kanda Festival (held at Kanda Myōjin Shrine in Tokyo on May 15)
やえがき	fences within fences
あとばらい	deferred payment
ひゃくたい	various phases
へんぱい	offering a cup (of sake) in return
がんめんしんけい	facial nerve
メゾン	house
こかぶ	new bulb
みよい	pleasant to look at
アルファか	gelatinization
しろむく	white kimono
しほうかいぼう	legally ordered autopsy
レグホン	Leghorn (var. of chicken)
スコヤ	square
ふんきゅうぼ	tomb embedded in a Yayoi period barrow
いちずける	to place (in relation to the whole)
さげしお	ebb tide
ルーペ	magnifying glass
つじばなし	stories (esp. war stories) or lectures told by someone near a road or temple while begging for money
なかずみ	centre line (usu. in buildings, joinery, etc.)
ソーラー	solar
かんだい	relative pronoun
けんろう	solid
ペプラム	peplum
エージ	age
しょうにんかたぎ	mercantile mind-set
いけるしかばね	living corpse
ふうけい	scenery
エンタイトルツーベース	ground-rule double
ぶんどる	to capture
かごうぶつ	compound
がいこきゅう	external respiration
いっぱんげんごがく	general linguistics
そなえつける	to provide
ソ	Soviet Union
うなじ	clause
はっこうさいきん	luminescent bacteria
びきょ	praiseworthy undertaking
しんきんかん	affinity
アンブレラ	umbrella
はんしゅうきょうかいかく	Counter-Reformation
のうどうゆそう	active transport
フランクフルトがくは	Frankfurt School (school of social theory and critical philosophy)
ほねおしみ	sparing oneself
めどう	long roofed passageway (originally having an earthen floor and used as a bridle path)
あしげい	tricks performed with the feet
けれん	playing to the gallery
まっとう	proper
くるいざき	off-season flowering
だいいっかん	volume 1
おはじき	ohajiki
さむらいあり	Polyergus samurai (species of amazon ant)
バイパスしゅじゅつ	bypass operation
そん	xun (one of the trigrams of the I Ching: wind, southeast)
ねばっこい	sticky
べいすぎ	red cedar (thuja plicata)
いしころ	stone
ふんだくる	to snatch
カポジにくしゅ	Kaposi's sarcoma
こにんず	small number of people
ねんちゃく	cohesion
ピオネール	pioneer
しゅっせさく	work of art or literature that brings fame
フォニーム	phoneme
にほんかい	Sea of Japan
しゅっしょう	birth
おさめふだ	votive tablet donated to a shrine or temple
てんせつ	changing direction (esp. of a ship)
においあぶら	perfumed hair oil
みごなし	one's carriage
そこつもの	careless person
ひとりでに	by itself
コイネー	koine (post-classical Greek language)
けいげん	abatement
クインケふしゅ	Quincke's edema
ほうりこむ	to throw into
きんりょうく	game preserve
インドヨーロッパごぞく	Indo-European languages
しゅうしけい	plain form (of a Japanese verb or adjective)
ポーン	pawn (chess piece)
としがい	one's age
おぼこむすめ	innocent girl
とっぱこう	breakthrough (research, etc.)
つうゆう	commonality
さいけんとう	re-examination
スイミングスクール	swimming school
あしびょうし	beating time with one's foot
たんさんナトリウム	sodium carbonate
やそじ	age eighty
さんかくてん	triangulation point
かかさん	mother
だいてん	large seal script (dating from China's Spring and Autumn period onward)
ぎょうし	stare
だいば	fort
モノポール	monopoly
シンパ	(Communist, union, etc.) sympathizer
まるてんじょう	arched ceiling
ソーシャリゼーション	socialization
じつぶつとりひき	spot transaction
しょくぎょうふじん	career woman
いしばし	stone bridge
つっぱねる	to reject
よみくだす	to read (a text) from start to finish
アシスタントディレクター	assistant director
たすける	to save
でんえん	the country
まちがえる	to make a mistake (in)
かせいがく	home economics
ぶちょう	head (chief, director) of a section or department
つけかた	way of affixing something
かかりまけ	expenses being higher than profits
へいたんぶ	commissariat
にがにがしい	unpleasant
まけおしみ	being a poor loser
ていぎん	hum
ぶどうだな	grapevine trellis
シナリオ	script
ちんしもっこう	being lost in deep thought
ものおそろしい	(impalpable sense of) fright or horror
なまあくび	slight yawn
つきたつ	to pierce through
ちんめい	unusual name
ちゅうさん	luncheon
おんなもち	for women
ふかぶか	silent (esp. of the passing of the night)
かわづたい	following a river
こまむすび	reef knot
へんむ	unilaterality (e.g. of a contract)
さんべつ	industrial union
はりい	acupuncturist
おいて	tailwind
ふかくだい	nonexpansion
ほごしょぶん	disposing of a case by placing an offender on probation or under supervision
けつじつ	fruition
おんなごろし	ladykiller
ホジキンびょう	Hodgkin's lymphoma
チケット	ticket
じふん	committing suicide by slitting one's throat
こうご	Wood Horse (31st term of the sexagenary cycle, e.g. 1954, 2014, 2074)
きゅうせい	nine traditional astrological signs in Onmyōdō, each corresponding to the year of a person's birth and used to create a horoscope
へんりん	part
ぞんざい	rough
さてこそ	just as I thought
かいんぎいん	member of the lower house
ポールジャンプ	pole jump
ニュートリノ	neutrino
げいのうじん	performer
アルカリきんぞく	alkali metal
ごじゅん	word order
ふりつけ	choreography
げんよう	false glitter
